record_id,index,Timestamp,In The Lead,Vote Margin,Votes Remaining (est.),Change,State,Leader Batch Breakdown,Trailer Batch Breakdown,Trailer Batch Trend,Trailer Hurdle,Margin_change_estimate,Type
1728,1728,2020-11-06 18:15:43 UTC,Biden,232692,94910,14,Minnesota,50.0,50.0,50.6,175.5,,
1729,1729,2020-11-06 17:32:20 UTC,Biden,232692,94925,4,Minnesota,25.0,75.0,50.6,175.5,,
1730,1730,2020-11-06 17:21:32 UTC,Biden,232694,94929,1,Minnesota,0.0,100.0,50.6,175.5,,
1731,1731,2020-11-06 17:16:09 UTC,Biden,232695,94930,8,Minnesota,0.0,100.0,50.6,175.5,,
1732,1732,2020-11-06 16:13:06 UTC,Biden,232703,94938,65,Minnesota,36.9,63.1,50.6,175.5,,
1733,1733,2020-11-06 15:45:44 UTC,Biden,232720,95097,6314,Minnesota,54.3,45.7,50.5,175.3,,
1734,1734,2020-11-06 01:04:29 UTC,Biden,232172,102169,1,Minnesota,0.0,100.0,46.8,166.3,,
1735,1735,2020-11-06 00:35:53 UTC,Biden,232173,102170,342,Minnesota,44.4,55.6,46.8,166.3,,
1736,1736,2020-11-05 23:10:44 UTC,Biden,232211,102525,165,Minnesota,70.3,29.7,46.7,165.9,,
1737,1737,2020-11-05 23:07:42 UTC,Biden,232144,102694,267,Minnesota,80.5,19.5,46.8,165.7,,
1738,1738,2020-11-05 22:53:30 UTC,Biden,231981,102966,37,Minnesota,81.1,18.9,47.0,165.3,,
1739,1739,2020-11-05 22:45:37 UTC,Biden,231958,103003,96,Minnesota,61.5,38.5,47.0,165.3,,
1740,1740,2020-11-05 22:29:15 UTC,Biden,231936,103103,83,Minnesota,61.4,38.6,47.0,165.1,,
1741,1741,2020-11-05 22:21:28 UTC,Biden,231917,103187,238,Minnesota,72.7,27.3,47.1,165.0,,
1742,1742,2020-11-05 22:01:29 UTC,Biden,231809,103430,343,Minnesota,65.6,34.4,47.2,164.7,,
1743,1743,2020-11-05 21:53:18 UTC,Biden,231702,103707,59,Minnesota,71.2,28.8,47.3,164.4,,
1744,1744,2020-11-05 21:45:23 UTC,Biden,231677,103769,85,Minnesota,49.4,50.6,47.3,164.3,,
1745,1745,2020-11-05 21:29:17 UTC,Biden,231678,103858,360,Minnesota,68.3,31.7,47.3,164.2,,
1746,1746,2020-11-05 21:21:19 UTC,Biden,231546,104244,358,Minnesota,47.2,52.8,47.4,163.7,,
1747,1747,2020-11-05 21:13:32 UTC,Biden,231566,104621,905,Minnesota,24.0,76.0,47.3,163.3,,
1748,1748,2020-11-05 21:05:33 UTC,Biden,232037,105536,62,Minnesota,67.7,32.3,46.6,162.5,,
1749,1749,2020-11-05 20:40:29 UTC,Biden,232015,105603,1466,Minnesota,50.8,49.2,46.6,162.5,,
1750,1750,2020-11-05 20:32:32 UTC,Biden,231991,107128,22,Minnesota,27.3,72.7,47.2,160.8,,
1751,1751,2020-11-05 18:34:38 UTC,Biden,232001,107153,43,Minnesota,48.8,51.2,47.2,160.8,,
1752,1752,2020-11-05 18:24:54 UTC,Biden,232002,107201,7,Minnesota,0.0,100.0,47.2,160.8,,
1753,1753,2020-11-05 16:43:40 UTC,Biden,232009,107208,8,Minnesota,62.5,37.5,47.2,160.8,,
1754,1754,2020-11-05 16:08:12 UTC,Biden,232007,107217,0,Minnesota,,,47.2,160.8,,
1755,1755,2020-11-05 06:12:22 UTC,Biden,232007,107220,18,Minnesota,77.8,22.2,47.2,160.8,,
1756,1756,2020-11-05 05:49:37 UTC,Biden,231997,107239,15,Minnesota,66.7,33.3,47.3,160.7,,
1757,1757,2020-11-05 05:39:23 UTC,Biden,231992,107256,18,Minnesota,77.8,22.2,47.3,160.7,,
1758,1758,2020-11-05 05:30:07 UTC,Biden,231982,107276,21,Minnesota,81.0,19.0,47.3,160.7,,
1759,1759,2020-11-05 05:20:52 UTC,Biden,231969,107298,12,Minnesota,58.3,41.7,47.3,160.7,,
1760,1760,2020-11-05 05:12:21 UTC,Biden,231967,107311,10,Minnesota,40.0,60.0,47.3,160.6,,
1761,1761,2020-11-05 05:01:05 UTC,Biden,231969,107322,10,Minnesota,50.0,50.0,47.3,160.6,,
1762,1762,2020-11-05 04:55:36 UTC,Biden,231969,107334,2,Minnesota,50.0,50.0,47.3,160.6,,
1763,1763,2020-11-05 04:39:36 UTC,Biden,231969,107336,33,Minnesota,24.2,75.8,47.3,160.6,,
1764,1764,2020-11-05 04:29:36 UTC,Biden,231986,107369,6,Minnesota,66.7,33.3,47.3,160.6,,
1765,1765,2020-11-05 04:22:05 UTC,Biden,231984,107375,36,Minnesota,44.4,55.6,47.3,160.6,,
1766,1766,2020-11-05 03:49:40 UTC,Biden,231988,107412,31,Minnesota,35.5,64.5,47.3,160.6,,
1767,1767,2020-11-05 03:39:07 UTC,Biden,231997,107443,29,Minnesota,31.0,69.0,47.3,160.5,,
1768,1768,2020-11-05 03:33:23 UTC,Biden,232008,107472,9,Minnesota,11.1,88.9,47.3,160.5,,
1769,1769,2020-11-05 03:24:33 UTC,Biden,232015,107481,455,Minnesota,21.5,78.5,47.3,160.5,,
1770,1770,2020-11-05 01:59:02 UTC,Biden,232274,107953,8978,Minnesota,34.0,66.0,47.1,160.1,,
1771,1771,2020-11-05 01:41:10 UTC,Biden,235140,117062,5595,Minnesota,54.7,45.3,41.7,152.8,,
1772,1772,2020-11-05 00:44:49 UTC,Biden,234611,122780,9355,Minnesota,73.1,26.9,40.4,147.8,,
1773,1773,2020-11-05 00:16:49 UTC,Biden,230298,132585,480,Minnesota,52.1,47.9,47.4,138.9,,
1774,1774,2020-11-05 00:01:09 UTC,Biden,230278,133077,145,Minnesota,51.7,48.3,47.6,138.6,,
1775,1775,2020-11-04 23:49:45 UTC,Biden,230273,133224,2667,Minnesota,57.6,42.4,47.7,138.5,,
1776,1776,2020-11-04 23:24:27 UTC,Biden,229868,136006,23,Minnesota,43.5,56.5,49.6,136.5,,
1777,1777,2020-11-04 23:14:43 UTC,Biden,229871,136031,1456,Minnesota,39.1,60.9,49.6,136.5,,
1778,1778,2020-11-04 23:01:02 UTC,Biden,230187,137546,2,Minnesota,100.0,0.0,49.7,135.7,,
1779,1779,2020-11-04 22:52:13 UTC,Biden,230185,137549,6,Minnesota,50.0,50.0,49.7,135.7,,
1780,1780,2020-11-04 22:44:27 UTC,Biden,230185,137556,2,Minnesota,100.0,0.0,49.7,135.7,,
1781,1781,2020-11-04 22:31:46 UTC,Biden,230183,137558,4,Minnesota,25.0,75.0,49.7,135.7,,
1782,1782,2020-11-04 22:19:33 UTC,Biden,230185,137562,3250,Minnesota,36.4,63.6,49.7,135.7,,
1783,1783,2020-11-04 22:12:35 UTC,Biden,231069,140885,457,Minnesota,23.2,76.8,48.0,134.0,,
1784,1784,2020-11-04 22:01:03 UTC,Biden,231314,141260,248,Minnesota,55.6,44.4,47.5,133.8,,
1785,1785,2020-11-04 21:50:52 UTC,Biden,231286,141515,166,Minnesota,69.9,30.1,47.5,133.7,,
1786,1786,2020-11-04 21:21:34 UTC,Biden,231220,141683,569,Minnesota,36.4,63.6,47.6,133.5,,
1787,1787,2020-11-04 21:12:19 UTC,Biden,231375,142228,187,Minnesota,54.5,45.5,47.2,133.3,,
1788,1788,2020-11-04 21:00:38 UTC,Biden,231358,142419,247,Minnesota,61.5,38.5,47.3,133.2,,
1789,1789,2020-11-04 20:53:17 UTC,Biden,231301,142674,164,Minnesota,65.9,34.1,47.3,133.0,,
1790,1790,2020-11-04 20:40:10 UTC,Biden,231249,142840,97,Minnesota,75.3,24.7,47.4,132.9,,
1791,1791,2020-11-04 20:10:29 UTC,Biden,231200,142939,652,Minnesota,42.9,57.1,47.5,132.8,,
1792,1792,2020-11-04 20:03:16 UTC,Biden,231292,143606,1184,Minnesota,61.4,38.6,47.3,132.4,,
1793,1793,2020-11-04 19:52:29 UTC,Biden,231022,144807,711,Minnesota,68.5,31.5,47.7,131.7,,
1794,1794,2020-11-04 19:33:35 UTC,Biden,230759,145533,1669,Minnesota,62.7,37.3,48.2,131.2,,
1795,1795,2020-11-04 19:13:03 UTC,Biden,230336,147226,1181,Minnesota,63.7,36.3,49.1,130.1,,
1796,1796,2020-11-04 18:56:14 UTC,Biden,230013,148429,587,Minnesota,45.0,55.0,49.9,129.3,,
1797,1797,2020-11-04 18:30:33 UTC,Biden,230072,149031,384,Minnesota,18.2,81.8,49.8,129.0,,
1798,1798,2020-11-04 18:23:27 UTC,Biden,230316,149427,1425,Minnesota,70.2,29.8,49.1,128.9,,
1799,1799,2020-11-04 18:15:15 UTC,Biden,229739,150888,2562,Minnesota,66.6,33.4,50.7,127.9,,
1800,1800,2020-11-04 17:57:21 UTC,Biden,228889,153484,1713,Minnesota,72.3,27.7,53.9,126.3,,
1801,1801,2020-11-04 17:41:18 UTC,Biden,228124,155225,1331,Minnesota,60.7,39.3,57.5,125.2,,
1802,1802,2020-11-04 17:16:47 UTC,Biden,227839,156595,4216,Minnesota,42.7,57.3,59.7,124.5,,
1803,1803,2020-11-04 16:41:26 UTC,Biden,228453,160869,1290,Minnesota,47.2,52.8,61.1,122.7,,
1804,1804,2020-11-04 16:19:49 UTC,Biden,228525,162208,498,Minnesota,43.6,56.4,63.0,122.1,,
1805,1805,2020-11-04 16:01:01 UTC,Biden,228589,162725,719,Minnesota,35.0,65.0,63.6,121.9,,
1806,1806,2020-11-04 15:52:05 UTC,Biden,228804,163472,525,Minnesota,36.0,64.0,63.4,121.6,,
1807,1807,2020-11-04 15:31:44 UTC,Biden,228951,164007,252,Minnesota,51.6,48.4,63.4,121.5,,
1808,1808,2020-11-04 15:21:22 UTC,Biden,228943,164267,928,Minnesota,33.4,66.6,64.4,121.3,,
1809,1809,2020-11-04 15:17:08 UTC,Biden,229251,165227,2690,Minnesota,36.4,63.6,63.6,121.0,,
1810,1810,2020-11-04 13:28:22 UTC,Biden,229985,167976,0,Minnesota,,,,120.1,,
1811,1811,2020-12-16 22:06:34 UTC,Trump,217366,12731,0,Mississippi,,,69.5,916.2,,
1812,1812,2020-12-16 21:16:41 UTC,Trump,217366,12734,0,Mississippi,,,69.5,916.0,,
1813,1813,2020-12-06 14:16:59 UTC,Trump,217366,12735,Unknown,Mississippi,52.4,152.4,69.3,915.9,,
1814,1814,2020-11-19 15:46:33 UTC,Trump,217237,12673,4453,Mississippi,44.6,55.4,69.5,919.7,,
1815,1815,2020-11-19 15:23:53 UTC,Trump,217718,17155,2710,Mississippi,18.7,81.3,72.9,693.9,,
1816,1816,2020-11-19 14:43:51 UTC,Trump,219416,19870,1579,Mississippi,11.0,89.0,72.7,610.2,,
1817,1817,2020-11-19 14:22:11 UTC,Trump,220649,21443,1477,Mississippi,32.1,67.9,72.1,572.1,,
1818,1818,2020-11-18 23:51:50 UTC,Trump,221178,22934,5189,Mississippi,56.1,43.9,72.6,539.3,,
1819,1819,2020-11-18 23:44:09 UTC,Trump,220547,28175,18257,Mississippi,21.4,78.6,75.9,447.1,,
1820,1820,2020-11-18 19:24:40 UTC,Trump,231006,46555,8664,Mississippi,21.4,78.6,60.5,301.7,,
1821,1821,2020-11-17 19:17:01 UTC,Trump,235964,55262,11669,Mississippi,48.1,51.9,55.5,266.6,,
1822,1822,2020-11-17 17:19:42 UTC,Trump,236417,67053,32,Mississippi,40.6,59.4,54.9,228.9,,
1823,1823,2020-11-17 02:21:52 UTC,Trump,236423,67085,Unknown,Mississippi,736.4,836.4,54.3,228.8,,
1824,1824,2020-11-16 22:59:53 UTC,Trump,236077,67068,55,Mississippi,27.3,72.7,54.9,228.6,,
1825,1825,2020-11-16 18:16:52 UTC,Trump,236102,67123,2832,Mississippi,44.7,55.3,54.9,228.5,,
1826,1826,2020-11-16 17:55:33 UTC,Trump,236402,69974,2849,Mississippi,53.2,46.8,54.5,221.4,,
1827,1827,2020-11-16 17:48:13 UTC,Trump,236221,72832,11952,Mississippi,40.2,59.8,55.9,214.5,,
1828,1828,2020-11-16 17:40:54 UTC,Trump,238567,84893,2257,Mississippi,22.1,77.9,49.9,192.6,,
1829,1829,2020-11-16 14:17:52 UTC,Trump,239826,87164,Unknown,Mississippi,0.0,100.0,46.4,189.6,,
1830,1830,2020-11-15 04:33:08 UTC,Trump,239825,87163,86,Mississippi,57.0,43.0,46.4,189.6,,
1831,1831,2020-11-15 04:27:47 UTC,Trump,239813,87250,242,Mississippi,51.2,48.8,46.4,189.4,,
1832,1832,2020-11-15 04:20:08 UTC,Trump,239807,87499,149,Mississippi,59.1,40.9,46.2,189.0,,
1833,1833,2020-11-15 03:59:08 UTC,Trump,239780,87677,4148,Mississippi,58.9,41.1,46.2,188.7,,
1834,1834,2020-11-15 03:51:08 UTC,Trump,239044,91857,696,Mississippi,78.9,21.1,44.8,182.0,,
1835,1835,2020-11-15 03:42:28 UTC,Trump,238642,92565,3148,Mississippi,40.6,59.4,45.0,180.8,,
1836,1836,2020-11-15 03:34:08 UTC,Trump,239234,95756,3682,Mississippi,56.5,43.5,42.0,176.8,,
1837,1837,2020-11-15 03:25:29 UTC,Trump,238756,99463,2031,Mississippi,29.0,71.0,40.6,171.8,,
1838,1838,2020-11-14 23:17:08 UTC,Trump,239611,101512,182,Mississippi,57.7,42.3,39.9,169.8,,
1839,1839,2020-11-14 22:38:08 UTC,Trump,239583,101694,180,Mississippi,82.8,17.2,40.2,169.5,,
1840,1840,2020-11-14 22:29:27 UTC,Trump,239465,101877,3731,Mississippi,38.4,61.6,40.7,169.3,,
1841,1841,2020-11-14 22:22:06 UTC,Trump,240334,105632,106,Mississippi,61.3,38.7,41.1,165.4,,
1842,1842,2020-11-14 22:11:08 UTC,Trump,240310,105746,35,Mississippi,48.6,51.4,41.2,165.3,,
1843,1843,2020-11-14 21:54:46 UTC,Trump,240311,105781,6287,Mississippi,55.2,44.8,41.2,165.3,,
1844,1844,2020-11-14 21:46:45 UTC,Trump,239660,112100,17221,Mississippi,68.9,31.1,44.9,158.5,,
1845,1845,2020-11-14 17:02:46 UTC,Trump,233141,129355,1228,Mississippi,58.8,41.2,53.5,141.4,,
1846,1846,2020-11-14 16:54:46 UTC,Trump,232925,130588,170,Mississippi,75.9,24.1,54.4,140.5,,
1847,1847,2020-11-14 03:24:46 UTC,Trump,232837,130760,1559,Mississippi,8.0,92.0,54.6,140.3,,
1848,1848,2020-11-14 03:15:43 UTC,Trump,234148,132327,14770,Mississippi,37.5,62.5,52.9,139.8,,
1849,1849,2020-11-13 21:47:22 UTC,Trump,237836,147251,1689,Mississippi,78.2,21.8,47.6,131.9,,
1850,1850,2020-11-13 21:39:42 UTC,Trump,236883,148945,8065,Mississippi,63.7,36.3,48.4,130.7,,
1851,1851,2020-11-13 21:31:43 UTC,Trump,234674,157073,5091,Mississippi,38.4,61.6,51.0,125.8,,
1852,1852,2020-11-13 20:43:56 UTC,Trump,235855,162233,6237,Mississippi,49.2,50.8,49.6,123.8,,
1853,1853,2020-11-11 02:17:41 UTC,Trump,235950,168551,Unknown,Mississippi,66.2,33.8,52.8,121.0,,
1854,1854,2020-11-09 16:41:11 UTC,Trump,237272,164421,4811,Mississippi,29.3,70.7,50.2,123.2,,
1855,1855,2020-11-09 15:49:10 UTC,Trump,239267,169257,4468,Mississippi,69.2,30.8,47.1,121.7,,
1856,1856,2020-11-09 14:26:29 UTC,Trump,237555,173760,5662,Mississippi,60.5,39.5,48.6,119.4,,
1857,1857,2020-11-06 22:32:23 UTC,Trump,236365,179481,19229,Mississippi,46.7,53.3,48.4,116.8,,
1858,1858,2020-11-06 20:42:56 UTC,Trump,237650,199218,8720,Mississippi,59.4,40.6,34.3,110.5,,
1859,1859,2020-11-06 20:08:18 UTC,Trump,236014,208050,5322,Mississippi,64.6,35.4,34.6,107.6,,
1860,1860,2020-11-06 18:51:26 UTC,Trump,234456,213420,4364,Mississippi,67.5,32.5,37.1,105.7,,
1861,1861,2020-11-06 18:43:36 UTC,Trump,232926,217823,14895,Mississippi,70.2,29.8,39.4,104.3,,
1862,1862,2020-11-06 18:40:11 UTC,Trump,226921,232869,17494,Mississippi,51.1,48.9,43.4,99.4,,
1863,1863,2020-11-06 18:27:02 UTC,Trump,226541,250582,2082,Mississippi,51.2,48.8,29.6,95.9,,
1864,1864,2020-11-06 18:24:05 UTC,Trump,226489,252755,947,Mississippi,66.8,33.2,27.8,95.5,,
1865,1865,2020-11-06 17:23:58 UTC,Trump,226170,253710,5692,Mississippi,83.3,16.7,27.5,95.2,,
1866,1866,2020-11-06 15:35:56 UTC,Trump,222382,259458,4804,Mississippi,42.1,57.9,28.7,93.5,,
1867,1867,2020-11-06 14:50:57 UTC,Trump,223144,264299,26774,Mississippi,76.9,23.1,24.7,92.8,,
1868,1868,2020-11-05 21:45:23 UTC,Trump,208754,291404,0,Mississippi,,,58.1,86.3,,
1869,1869,2020-11-05 21:29:17 UTC,Trump,208754,291404,13153,Mississippi,61.8,38.2,58.1,86.3,,
1870,1870,2020-11-04 19:47:46 UTC,Trump,205645,304728,80434,Mississippi,26.4,73.6,73.6,84.2,,
1871,1871,2020-11-04 16:41:26 UTC,Trump,243595,386539,59780,Mississippi,69.1,30.9,30.9,82.0,,
1872,1872,2020-11-04 15:17:08 UTC,Trump,220813,447480,3437,Mississippi,26.5,73.5,73.5,75.0,,
1873,1873,2020-11-04 13:28:22 UTC,Trump,222426,450974,0,Mississippi,,,,75.0,,
1874,1874,2020-12-10 13:11:40 UTC,Trump,465722,3182,0,Missouri,,,61.7,7501.6,,
1875,1875,2020-12-09 19:16:34 UTC,Trump,465722,3182,0,Missouri,,,61.7,7501.6,,
1876,1876,2020-12-09 16:26:42 UTC,Trump,465722,3182,0,Missouri,,,61.7,7501.6,,
1877,1877,2020-12-09 15:16:36 UTC,Trump,465722,3182,0,Missouri,,,61.7,7501.6,,
1878,1878,2020-12-09 14:21:38 UTC,Trump,465722,1422,Unknown,Missouri,13.3,113.3,59.6,16724.3,,
1879,1879,2020-12-09 03:41:35 UTC,Trump,464857,Unknown,34,Missouri,82.4,17.6,61.7,,,
1880,1880,2020-12-08 22:21:38 UTC,Trump,464835,Unknown,926,Missouri,76.1,23.9,61.8,,,
1881,1881,2020-11-24 20:45:16 UTC,Trump,464351,Unknown,1417,Missouri,16.0,84.0,63.8,,,
1882,1882,2020-11-20 14:51:00 UTC,Trump,465314,1011,104,Missouri,80.8,19.2,62.0,23482.4,,
1883,1883,2020-11-19 18:19:20 UTC,Trump,465250,1153,14221,Missouri,37.6,62.4,62.3,20593.7,,
1884,1884,2020-11-19 15:06:10 UTC,Trump,468787,16651,1032,Missouri,39.8,60.2,60.1,1483.4,,
1885,1885,2020-11-11 22:51:34 UTC,Trump,468997,18828,0,Missouri,,,,1318.2,,
1886,1886,2020-11-09 22:23:05 UTC,Trump,468997,18828,Unknown,Missouri,100.0,0.0,,1318.2,,
1887,1887,2020-11-09 19:14:19 UTC,Trump,468998,18827,1,Missouri,100.0,0.0,,1318.3,,
1888,1888,2020-11-09 14:51:52 UTC,Trump,468997,18828,0,Missouri,,,,1318.2,,
1889,1889,2020-11-06 20:25:45 UTC,Trump,468997,18829,1,Missouri,100.0,0.0,,1318.1,,
1890,1890,2020-11-04 13:28:22 UTC,Trump,468996,18830,0,Missouri,,,,1318.1,,
1891,1891,2020-11-19 18:47:41 UTC,Trump,98816,812,15,Montana,80.0,20.0,34.1,6314.3,,
1892,1892,2020-11-12 14:25:04 UTC,Trump,98807,824,1952,Montana,63.5,36.5,34.1,6222.5,,
1893,1893,2020-11-12 14:17:23 UTC,Trump,98279,2808,940,Montana,62.2,37.8,34.2,1851.6,,
1894,1894,2020-11-11 22:51:34 UTC,Trump,98049,3781,0,Montana,,,34.3,1384.9,,
1895,1895,2020-11-11 21:21:14 UTC,Trump,98049,3781,4,Montana,50.0,50.0,34.3,1384.9,,
1896,1896,2020-11-11 03:23:42 UTC,Trump,98049,3785,0,Montana,,,34.3,1383.5,,
1897,1897,2020-11-05 20:40:29 UTC,Trump,98049,3785,4657,Montana,74.4,25.6,34.3,1383.5,,
1898,1898,2020-11-05 20:32:32 UTC,Trump,95776,8318,544,Montana,77.0,23.0,34.4,642.7,,
1899,1899,2020-11-05 20:23:39 UTC,Trump,95482,8872,772,Montana,90.9,9.1,34.5,604.0,,
1900,1900,2020-11-05 20:14:01 UTC,Trump,94850,9659,5021,Montana,64.1,35.9,35.0,555.5,,
1901,1901,2020-11-05 20:05:59 UTC,Trump,93439,15023,2991,Montana,46.8,53.2,34.0,370.2,,
1902,1902,2020-11-05 00:44:49 UTC,Trump,93630,18072,1232,Montana,72.5,27.5,31.7,316.7,,
1903,1903,2020-11-05 00:16:49 UTC,Trump,93076,19359,6842,Montana,66.4,33.6,31.8,297.5,,
1904,1904,2020-11-05 00:01:09 UTC,Trump,90832,26368,1994,Montana,71.6,28.4,30.9,227.3,,
1905,1905,2020-11-04 23:57:33 UTC,Trump,89972,28447,5976,Montana,61.5,38.5,31.0,212.8,,
1906,1906,2020-11-04 23:49:45 UTC,Trump,88596,34657,3524,Montana,75.0,25.0,28.8,181.6,,
1907,1907,2020-11-04 23:41:34 UTC,Trump,86832,38350,23421,Montana,70.1,29.9,28.8,166.6,,
1908,1908,2020-11-04 18:40:57 UTC,Trump,77405,62561,11328,Montana,75.2,24.8,24.0,113.7,,
1909,1909,2020-11-04 15:17:08 UTC,Trump,71701,74125,2168,Montana,80.5,19.5,19.5,99.8,,
1910,1910,2020-11-04 13:28:22 UTC,Trump,70379,76385,0,Montana,,,,97.4,,
1911,1911,2020-12-10 21:01:36 UTC,Trump,182263,Unknown,0,Nebraska,,,,,,
1912,1912,2020-12-09 19:16:34 UTC,Trump,182263,Unknown,0,Nebraska,,,,,,
1913,1913,2020-12-06 04:22:07 UTC,Trump,182263,Unknown,0,Nebraska,,,,,,
1914,1914,2020-11-25 03:24:13 UTC,Trump,182263,Unknown,98,Nebraska,55.1,44.9,,,,
1915,1915,2020-11-24 13:22:21 UTC,Trump,182253,97,0,Nebraska,,,,96511.3,,
1916,1916,2020-11-23 13:22:20 UTC,Trump,182253,97,638,Nebraska,72.3,27.7,,96511.3,,
1917,1917,2020-11-21 00:47:35 UTC,Trump,181969,881,1015,Nebraska,81.0,19.0,,10654.1,,
1918,1918,2020-11-17 14:19:02 UTC,Trump,181340,1925,3979,Nebraska,43.4,56.6,,4886.3,,
1919,1919,2020-11-14 16:39:04 UTC,Trump,181863,6015,0,Nebraska,,,,1602.2,,
1920,1920,2020-11-14 15:41:46 UTC,Trump,181863,6015,5206,Nebraska,43.8,56.2,,1602.2,,
1921,1921,2020-11-14 00:30:24 UTC,Trump,182505,9791,0,Nebraska,,,,1007.0,,
1922,1922,2020-11-11 22:51:34 UTC,Trump,182505,9791,0,Nebraska,,,,1007.0,,
1923,1923,2020-11-11 03:23:42 UTC,Trump,182505,9791,0,Nebraska,,,,1007.0,,
1924,1924,2020-11-09 23:16:41 UTC,Trump,182505,9791,2372,Nebraska,54.7,45.3,,1007.0,,
1925,1925,2020-11-09 21:35:44 UTC,Trump,182283,12111,Unknown,Nebraska,71.4,28.6,,822.7,,
1926,1926,2020-11-09 00:49:30 UTC,Trump,182301,12061,2,Nebraska,50.0,50.0,,826.0,,
1927,1927,2020-11-07 00:50:26 UTC,Trump,182301,12063,0,Nebraska,,,,825.9,,
1928,1928,2020-11-07 00:47:07 UTC,Trump,241775,12063,11973,Nebraska,299.2,199.2,,1079.0,,
1929,1929,2020-11-07 00:06:00 UTC,Trump,182112,25923,0,Nebraska,,,18.1,410.7,,
1930,1930,2020-11-06 15:11:34 UTC,Trump,182112,25923,0,Nebraska,,,18.1,410.7,,
1931,1931,2020-11-05 01:16:26 UTC,Trump,182112,25924,44523,Nebraska,81.9,18.1,18.1,410.7,,
1932,1932,2020-11-04 18:40:57 UTC,Trump,153735,71626,0,Nebraska,,,,160.2,,
1933,1933,2020-11-04 17:33:32 UTC,Trump,153735,71626,0,Nebraska,,,,160.2,,
1934,1934,2020-11-04 17:16:47 UTC,Trump,153735,71626,0,Nebraska,,,,160.2,,
1935,1935,2020-11-04 13:28:22 UTC,Trump,153735,71626,0,Nebraska,,,,160.2,,
1936,1936,2021-01-06 01:11:54 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1937,1937,2021-01-05 23:08:20 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1938,1938,2021-01-05 21:22:35 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1939,1939,2021-01-05 17:55:50 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1940,1940,2020-12-31 01:36:36 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1941,1941,2020-12-08 20:01:43 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1942,1942,2020-12-05 23:17:06 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1943,1943,2020-11-27 21:34:16 UTC,Biden,33596,Unknown,0,Nevada,,,51.1,,,
1944,1944,2020-11-14 20:14:27 UTC,Biden,33596,Unknown,821,Nevada,25.5,74.5,51.1,,,
1945,1945,2020-11-14 16:39:04 UTC,Biden,33999,846,0,Nevada,,,50.5,2106.2,,
1946,1946,2020-11-14 14:14:45 UTC,Biden,33999,846,56654,Nevada,49.5,50.5,50.5,2106.2,,
1947,1947,2020-11-14 05:13:23 UTC,Biden,34547,58862,122,Nevada,57.4,42.6,46.1,80.0,,
1948,1948,2020-11-14 00:30:24 UTC,Biden,34529,58992,1333,Nevada,25.7,74.3,46.1,79.9,,
1949,1949,2020-11-13 23:55:25 UTC,Biden,35178,60392,273,Nevada,16.5,83.5,44.4,79.8,,
1950,1950,2020-11-13 21:14:37 UTC,Biden,35361,60672,592,Nevada,42.2,57.8,44.0,79.8,,
1951,1951,2020-11-13 17:32:32 UTC,Biden,35453,61285,163,Nevada,44.2,55.8,43.6,79.6,,
1952,1952,2020-11-13 17:24:32 UTC,Biden,35472,61454,1803,Nevada,24.5,75.5,43.5,79.5,,
1953,1953,2020-11-13 17:15:33 UTC,Biden,36391,63315,4571,Nevada,44.8,55.2,41.2,79.4,,
1954,1954,2020-11-12 17:10:03 UTC,Biden,36866,68014,140,Nevada,48.6,51.4,38.5,77.7,,
1955,1955,2020-11-11 17:17:23 UTC,Biden,36870,68159,170,Nevada,17.6,82.4,38.4,77.7,,
1956,1956,2020-11-11 17:07:04 UTC,Biden,36980,68342,606,Nevada,71.0,29.0,38.2,77.7,,
1957,1957,2020-11-11 03:23:42 UTC,Biden,36726,68969,0,Nevada,,,38.3,77.2,,
1958,1958,2020-11-10 21:53:23 UTC,Biden,36726,68969,1176,Nevada,69.2,30.8,38.3,77.2,,
1959,1959,2020-11-10 17:13:34 UTC,Biden,36274,70178,450,Nevada,59.8,40.2,38.6,76.4,,
1960,1960,2020-11-09 17:17:21 UTC,Biden,36186,70655,10461,Nevada,59.1,40.9,38.5,76.2,,
1961,1961,2020-11-09 01:31:25 UTC,Biden,34283,81657,11009,Nevada,62.8,37.2,37.4,71.5,,
1962,1962,2020-11-08 17:15:50 UTC,Biden,31464,93241,15614,Nevada,62.6,37.4,38.1,67.3,,
1963,1963,2020-11-08 02:01:07 UTC,Biden,27530,109612,7909,Nevada,61.6,38.4,39.4,62.9,,
1964,1964,2020-11-07 17:23:29 UTC,Biden,25699,117973,1493,Nevada,71.1,28.9,42.7,61.1,,
1965,1965,2020-11-07 17:14:33 UTC,Biden,25068,119515,15557,Nevada,57.7,42.3,44.5,60.7,,
1966,1966,2020-11-06 23:26:05 UTC,Biden,22657,135863,8388,Nevada,65.0,35.0,40.6,58.5,,
1967,1967,2020-11-06 18:08:50 UTC,Biden,20137,144576,1635,Nevada,43.4,56.6,39.7,57.1,,
